TRADEDATE,AFKS,AFLT,ALRS,CBOM,CHMF,DSKY,ENPG,FEES,FIVE,FIXP,GAZP,GLTR,GMKN,HHRU,HYDR,IRAO,LKOH,MAGN,MGNT,MOEX,MTSS,NLMK,NVTK,OZON,PHOR,PIKK,PLZL,POGR,POLY,ROSN,RTKM,RUAL,SBER,SBERP,SNGS,SNGSP,TATN,TATNP,TCSG,TRNFP,VKCO,VTBR,YNDX
2013-11-13,,57.83,34.753,,,,,,,,,,,,0.549,0.00797,2048.5,,8510.0,64.51,318.0,,410.61,,960.1,62.02,,,286.58,,117.85,,101.81,82.68,,,208.0,114.8,,,,0.0437,
2013-11-14,,59.51,35.484,,,,,,,,,,,,0.5591,0.008313,2078.2,,8704.2,64.77,320.03,,416.0,,991.9,62.24,,,287.35,,117.81,,103.7,83.24,,,208.12,115.65,,,,0.04432,
2013-11-15,,59.88,35.361,,,,,,,,,,,,0.5601,0.008191,2071.0,,8724.9,64.92,326.35,,412.63,,977.3,62.05,,,296.55,,117.0,,103.69,83.09,,,208.24,115.94,,,,0.045,
2013-11-18,,59.81,35.51,,,,,,,,,,,,0.5611,0.008261,2092.0,,8830.0,65.02,329.03,,410.2,,988.1,62.55,,,289.19,,116.8,,105.5,83.89,,,211.7,117.31,,,,0.04542,
2013-11-19,,58.68,35.75,,,,,,,,,,,,0.56,0.007995,2087.0,,8792.6,65.39,329.5,,406.96,,996.1,61.88,,,298.75,,117.13,,106.19,84.55,,,211.99,119.38,,,,0.0461,
2013-11-20,,57.6,35.648,,,,,,,,,,,,0.5609,0.007774,2084.1,,8809.9,65.35,321.5,,408.0,,978.5,61.7,,,290.62,,115.69,,106.0,85.35,,,208.69,118.25,,,,0.04689,
2013-11-21,,57.78,35.399,,,,,,,,,,,,0.5577,0.007932,2066.4,,8763.0,65.55,314.56,,408.43,,980.5,61.71,,,277.14,,110.62,,104.78,84.97,,,208.5,119.49,,,,0.04595,
2013-11-22,,58.29,35.38,,,,,,,,,,,,0.5778,0.007884,2084.3,,8821.0,67.15,317.99,,402.02,,962.5,63.06,,,280.77,,112.0,,105.1,85.55,,,213.41,119.32,,,,0.04649,
2013-11-25,,58.26,35.056,,,,,,,,,,,,0.571,0.00758,2080.2,,9045.0,67.5,314.0,,402.0,,974.0,62.67,,,272.15,,111.34,,105.31,85.6,,,211.01,119.53,,,,0.04673,
2013-11-26,,57.57,34.959,,,,,,,,,,,,0.56,0.007,2070.1,,9012.6,67.45,318.05,,401.23,,967.7,64.0,,,271.6,,107.2,,103.02,85.16,,,207.99,119.21,,,,0.047,
2013-11-27,,57.19,34.1,,,,,,,,,,,,0.5635,0.007099,2054.1,,9156.0,67.4,310.2,,395.57,,956.3,63.84,,,282.17,,105.98,,102.77,85.15,,,204.48,119.0,,,,0.04686,
2013-11-28,,58.44,34.25,,,,,,,,,,,,0.5625,0.007352,2050.1,,9172.0,66.54,310.5,,399.49,,966.0,64.0,,,293.0,,107.17,,102.69,85.17,,,205.08,118.7,,,,0.0466,
2013-11-29,,60.42,34.914,,,,,,,,,,,,0.571,0.007792,2042.8,,9160.0,67.0,313.05,,398.98,,963.8,63.9,,,291.03,,106.53,,103.07,84.85,,,203.09,117.39,,,,0.04628,
2013-12-02,,62.69,35.825,,,,,,,,,,,,0.5679,0.008,2033.6,,9127.8,66.57,312.12,,397.74,,951.1,62.56,,,282.5,,107.01,,102.36,84.61,,,205.35,115.32,,,,0.04635,
2013-12-03,,63.12,35.289,,,,,,,,,,,,0.5579,0.008078,2000.1,,8950.0,65.5,309.06,,391.73,,931.6,60.87,,,265.0,,106.5,,100.24,82.77,,,198.72,115.0,,,,0.0457,
2013-12-04,,67.46,35.049,,,,,,,,,,,,0.5542,0.008445,1982.5,,8640.0,65.15,308.28,,390.0,,941.1,61.1,,,270.01,,106.5,,98.95,82.0,,,199.29,114.3,,,,0.04566,
2013-12-05,,66.72,35.123,,,,,,,,,,,,0.5589,0.0089,1961.1,,8567.0,62.0,305.0,,388.63,,931.2,61.01,,,264.74,,106.21,,98.25,80.15,,,196.74,112.29,,,,0.04562,
2013-12-06,,68.8,35.445,,,,,,,,,,,,0.5615,0.009171,1970.0,,8718.9,63.3,317.53,,399.47,,943.6,61.3,,,267.04,,106.1,,99.9,81.09,,,196.5,114.95,,,,0.046,
2013-12-09,,72.48,35.029,,,,,,,,,,,,0.561,0.008875,1994.6,,9007.2,63.03,324.83,,414.01,,951.8,61.3,,,267.49,,106.24,,101.0,81.35,,,199.28,116.2,,,,0.04645,
2013-12-10,,74.1,34.831,,,,,,,,,,,,0.56,0.008659,1999.7,,9040.0,63.77,320.61,,410.75,,943.6,61.25,,,278.59,,110.9,,100.16,81.15,,,203.66,116.39,,,,0.04655,
2013-12-11,,73.09,34.38,,,,,,,,,,,,0.5591,0.008604,2002.5,,9100.1,63.71,322.47,,405.09,,940.2,61.2,,,272.56,,111.31,,100.65,80.98,,,203.5,116.75,,,,0.04656,
2013-12-12,,73.65,33.19,,,,,,,,,,,,0.5545,0.008525,1997.5,,8970.0,63.18,317.01,,400.98,,939.7,60.99,,,260.01,,109.74,,98.96,80.79,,,201.0,116.0,,,,0.04618,
2013-12-13,,76.75,32.9,,,,,,,,,,,,0.558,0.008644,1998.3,,9066.2,63.8,319.51,,400.6,,955.0,64.1,,,263.61,,110.76,,98.94,80.12,,,201.34,115.9,,,,0.04627,
2013-12-16,,79.66,32.75,,,,,,,,,,,,0.563,0.009316,2011.6,,9138.5,63.88,320.49,,401.99,,976.9,64.25,,,276.29,,112.2,,99.85,80.14,,,203.22,116.0,,85985.0,,0.04675,
2013-12-17,,79.24,33.198,,,,,,,,,,,,0.5643,0.009815,2022.3,,9158.0,63.59,319.64,,401.0,,970.9,67.41,,,268.28,,112.3,,100.15,79.53,,,206.09,116.0,,85800.0,,0.04686,
2013-12-18,,77.17,34.05,,,,,,,,,,,,0.5642,0.009608,2018.3,,9207.8,63.52,319.02,,402.0,,966.5,70.3,,,279.69,,111.35,,100.18,79.71,,,204.54,117.2,,85500.0,,0.04715,
2013-12-19,,78.0,34.418,,,,,,,,,,,,0.5871,0.009758,2037.6,,9085.0,62.11,324.31,,401.0,,976.8,71.26,,,276.57,,112.4,,101.78,80.06,,,209.03,116.99,,85875.0,,0.04778,
2013-12-20,,79.23,34.63,,,,,,,,,,,,0.5885,0.01,2033.0,,8960.0,63.09,324.2,,399.3,,966.6,70.4,,,261.0,,111.6,,102.2,80.57,,,207.93,116.67,,85300.0,,0.04853,
2013-12-23,,81.56,34.077,,,,,,,,,,,,0.5879,0.01003,2025.8,,9148.0,65.01,329.49,,404.0,,991.9,70.9,,,270.5,,112.23,,102.45,81.05,,,210.98,119.49,,85725.0,,0.04891,
2013-12-24,,85.0,34.382,,,,,,,,,,,,0.587,0.009871,2014.8,,9231.0,64.39,329.06,,405.97,,975.2,70.72,,,280.0,,111.89,,101.96,80.58,,,209.88,117.97,,86151.0,,0.04888,
2013-12-25,,85.05,34.549,,,,,,,,,,,,0.5856,0.009834,2006.5,,9182.1,64.0,325.28,,402.5,,959.6,70.75,,,275.28,,111.97,,101.62,80.33,,,209.99,119.0,,86721.0,,0.04916,
2013-12-26,,84.54,34.906,,,,,,,,,,,,0.5716,0.009765,2016.2,,9130.0,63.02,327.6,,404.3,,959.9,69.81,,,277.22,,110.6,,101.95,80.11,,,208.45,119.19,,87386.0,,0.04951,
2013-12-27,,82.5,34.8,,,,,,,,,,,,0.5696,0.009763,2007.3,,9137.0,64.26,326.1,,399.0,,968.0,70.3,,,306.0,,110.15,,100.68,79.55,,,206.2,120.89,,85888.0,,0.04927,
2013-12-30,,83.7,35.67,,,,,,,,,,,,0.5675,0.01,2039.7,,9240.0,65.0,328.29,,399.01,,950.0,70.5,,,309.26,,110.98,,101.17,80.21,,,208.22,121.7,,85900.0,,0.04966,
2014-01-06,,83.24,33.679,,,,,,,,,,,,0.5606,0.00973,1990.2,,8956.9,62.92,315.02,,393.11,,936.5,67.7,,,308.25,,110.29,,98.91,79.5,,,200.4,116.75,,83817.0,,0.04846,
2014-01-08,,83.41,33.076,,,,,,,,,,,,0.565,0.009889,1959.1,,9154.9,65.0,314.63,,389.79,,939.0,69.37,,,308.03,,110.25,,98.19,78.05,,,197.12,116.03,,82800.0,,0.04791,
2014-01-09,,82.9,32.75,,,,,,,,,,,,0.5616,0.009923,1979.1,,8990.5,65.07,312.04,,385.7,,932.5,68.44,,,298.16,,110.65,,98.0,77.86,,,199.11,117.21,,83251.0,,0.04812,
2014-01-10,,82.83,33.2,,,,,,,,,,,,0.5657,0.009893,1991.6,,8450.1,65.39,313.43,,387.35,,936.8,68.61,,,294.98,,110.99,,99.2,78.16,,,199.69,120.0,,83635.0,,0.04846,
2014-01-13,,87.87,33.5,,,,,,,,,,,,0.5721,0.009676,2001.1,,8258.5,65.2,317.08,,396.8,,931.0,70.6,,,294.34,,111.92,,100.25,79.35,,,201.5,124.7,,83620.0,,0.04892,
2014-01-14,,84.96,32.648,,,,,,,,,,,,0.5675,0.00945,1980.0,,8414.0,64.81,314.51,,399.0,,954.1,72.05,,,293.0,,111.55,,99.24,78.26,,,197.2,125.65,,83920.0,,0.04911,
2014-01-15,,83.9,32.267,,,,,,,,,,,,0.5715,0.009699,1999.9,,8902.9,65.0,317.95,,400.4,,1005.0,72.5,,,282.48,,111.9,,100.77,79.19,,,198.41,126.74,,83902.0,,0.04905,
2014-01-16,,84.8,32.0,,,,,,,,,,,,0.5672,0.00975,1979.6,,9025.5,64.8,312.6,,394.1,,1010.0,70.36,,,295.0,,111.5,,100.65,79.02,,,198.05,121.32,,83557.0,,0.04868,
2014-01-17,,84.25,32.03,,,,,,,,,,,,0.5645,0.010626,1978.4,,8975.5,64.26,311.28,,400.2,,1012.3,69.7,,,298.1,,112.8,,101.17,79.83,,,199.5,122.03,,83731.0,,0.0484,
2014-01-20,,85.46,32.77,,,,,,,,,,,,0.565,0.010599,1998.5,,8714.0,63.66,312.09,,405.12,,1040.0,68.89,,,313.9,,112.8,,101.96,81.18,,,199.19,123.37,,83645.0,,0.0482,
2014-01-21,,81.35,33.7,,,,,,,,,,,,0.5644,0.010513,2000.5,,8413.2,64.33,312.17,,405.8,,1080.1,68.8,,,316.5,,113.27,,102.2,81.23,,,200.39,122.88,,84172.0,,0.04837,
2014-01-22,,78.78,33.889,,,,,,,,,,,,0.5667,0.010569,2001.4,,8250.0,63.6,307.31,,405.1,,1085.6,67.91,,,313.09,,112.3,,102.17,81.26,,,199.2,122.5,,84400.0,,0.04767,
2014-01-23,,79.79,35.0,,,,,,,,,,,,0.5679,0.011283,1978.1,,8283.0,63.61,307.52,,416.0,,1085.0,66.88,,,312.5,,111.79,,101.7,81.06,,,201.07,124.18,,85000.0,,0.04755,
2014-01-24,,78.7,35.67,,,,,,,,,,,,0.56,0.011393,1956.9,,8266.1,62.45,305.6,,408.68,,1114.0,67.67,,,339.15,,112.2,,99.7,79.49,,,198.0,125.0,,85446.0,,0.04696,
2014-01-27,,81.9,35.75,,,,,,,,,,,,0.554,0.011308,1961.9,,8249.9,61.76,298.75,,406.0,,1090.1,65.7,,,343.93,,111.9,,97.78,77.2,,,197.36,124.5,,84850.0,,0.04638,
2014-01-28,,81.75,36.301,,,,,,,,,,,,0.553,0.011432,1973.3,,8232.1,62.96,299.5,,391.3,,1092.4,66.24,,,341.82,,111.75,,97.36,76.61,,,193.79,123.0,,83765.0,,0.04627,
2014-01-29,,81.38,35.3,,,,,,,,,,,,0.5518,0.011336,1960.0,,8290.0,63.3,293.02,,389.98,,1089.8,64.6,,,352.4,,112.09,,95.98,76.16,,,197.14,122.53,,81480.0,,0.04636,
2014-01-30,,81.44,36.169,,,,,,,,,,,,0.5501,0.01102,1997.9,,8116.3,61.08,291.29,,390.98,,1056.2,64.24,,,341.73,,111.61,,95.8,75.5,,,199.21,123.0,,80450.0,,0.0458,
2014-01-31,,83.0,36.5,,,,,,,,,,,,0.554,0.01054,1989.0,,8395.0,61.43,287.87,,393.45,,1070.0,67.0,,,333.85,,110.57,,94.7,75.09,,,195.49,122.5,,80182.0,,0.04544,
2014-02-03,,80.0,35.7,,,,,,,,,,,,0.5555,0.01054,1966.8,,8554.1,61.18,289.03,,388.51,,1056.3,65.0,,,334.61,,110.07,,94.66,74.98,,,192.62,122.43,,79447.0,,0.04527,
2014-02-04,,76.65,34.462,,,,,,,,,,,,0.5569,0.010559,1970.1,,8412.5,60.51,296.98,,386.7,,1076.4,68.5,,,332.44,,108.25,,94.07,75.0,,,188.96,121.0,,79986.0,,0.04535,
2014-02-05,,76.12,35.956,,,,,,,,,,,,0.5565,0.01079,1965.0,,8540.2,62.41,297.99,,395.52,,1069.6,72.43,,,337.46,,107.4,,95.45,75.81,,,193.09,120.0,,79642.0,,0.04621,
2014-02-06,,78.9,36.77,,,,,,,,,,,,0.5568,0.011015,1969.1,,8540.0,64.7,296.0,,400.47,,1075.7,71.55,,,336.35,,110.1,,96.62,76.75,,,199.59,121.97,,79246.0,,0.0461,
2014-02-07,,79.5,36.571,,,,,,,,,,,,0.5647,0.01143,1975.1,,8455.0,63.5,299.0,,407.84,,1097.6,76.03,,,338.37,,113.29,,96.53,77.7,,,201.89,120.35,,78680.0,,0.04603,
2014-02-10,,79.51,36.789,,,,,,,,,,,,0.5594,0.01134,1988.1,,8280.0,63.0,299.55,,403.81,,1117.8,76.49,,,342.88,,112.55,,95.47,77.27,,,203.32,121.76,,79570.0,,0.04555,
2014-02-11,,80.7,37.149,,,,,,,,,,,,0.5574,0.011415,2015.5,,8249.9,63.68,302.5,,409.65,,1138.0,78.3,,,351.51,,112.75,,96.12,78.69,,,207.49,121.73,,78395.0,,0.04555,
2014-02-12,,82.02,36.994,,,,,,,,,,,,0.5603,0.01137,2028.2,,8409.9,62.55,303.1,,415.25,,1148.0,78.97,,,367.0,,112.8,,96.84,80.25,,,212.66,124.2,,80290.0,,0.04657,
2014-02-13,,80.6,35.67,,,,,,,,,,,,0.5585,0.011176,2023.0,,8435.0,64.05,294.72,,410.27,,1172.0,79.8,,,365.0,,111.8,,95.5,78.76,,,210.2,125.02,,81499.0,,0.04562,
2014-02-14,,80.28,36.2,,,,,,,,,,,,0.5624,0.011168,2039.3,,8554.1,65.0,296.4,,417.43,,1180.2,80.52,,,385.99,,112.7,,96.65,78.87,,,212.12,126.6,,81703.0,,0.04591,
2014-02-17,,80.75,36.0,,,,,,,,,,,,0.5629,0.011251,2049.0,,8617.2,65.3,297.34,,416.13,,1179.9,80.5,,,401.5,,115.2,,97.49,79.43,,,213.12,123.48,,81300.0,,0.0462,
2014-02-18,,80.0,36.16,,,,,,,,,,,,0.5641,0.011005,2040.7,,8584.0,65.3,295.5,,413.27,,1173.1,80.7,,,392.89,,112.1,,96.62,78.93,,,213.77,123.11,,80262.0,,0.04603,
2014-02-19,,78.1,36.54,,,,,,,,,,,,0.5586,0.010746,2029.1,,8735.0,65.27,287.39,,413.0,,1161.1,81.5,,,392.05,,108.94,,94.9,77.69,,,214.11,122.5,,80350.0,,0.04511,
2014-02-20,,77.8,36.637,,,,,,,,,,,,0.5602,0.010612,2042.0,,8719.9,64.17,282.01,,409.0,,1170.1,81.0,,,379.0,,109.35,,94.63,76.99,,,209.29,123.11,,81200.0,,0.04515,
2014-02-21,,77.88,36.977,,,,,,,,,,,,0.56,0.010514,2030.9,,8730.0,65.23,285.59,,407.5,,1203.0,81.5,,,388.13,,109.25,,95.0,77.77,,,211.84,124.85,,80229.0,,0.04532,
2014-02-24,,76.9,37.001,,,,,,,,,,,,0.5622,0.010645,2030.3,,8743.2,65.07,285.54,,411.0,,1220.0,81.3,,,387.69,,109.23,,94.69,77.45,,,214.5,125.4,,79859.0,,0.04514,
2014-02-25,,77.39,36.92,,,,,,,,,,,,0.564,0.010601,2010.9,,8755.7,65.15,281.79,,417.02,,1202.5,82.3,,,384.44,,107.71,,94.17,78.09,,,209.48,125.2,,79901.0,,0.04459,
2014-02-26,,77.6,37.249,,,,,,,,,,,,0.5632,0.010502,2009.0,,8810.0,64.1,276.21,,420.0,,1194.0,81.95,,,387.07,,106.4,,92.29,78.03,,,209.41,125.52,,80492.0,,0.04401,
2014-02-27,,72.71,37.61,,,,,,,,,,,,0.556,0.010041,2002.0,,8732.0,64.0,271.39,,414.81,,1207.6,82.8,,,386.59,,102.72,,90.12,76.19,,,208.5,127.49,,80951.0,,0.04245,
2014-02-28,,70.61,38.73,,,,,,,,,,,,0.5595,0.009795,1963.0,,8760.0,64.0,276.2,,411.09,,1211.0,82.4,,,381.22,,99.0,,91.16,75.44,,,211.19,127.32,,81190.0,,0.04213,
2014-03-03,,59.0,35.523,,,,,,,,,,,,0.5066,0.00815,1817.2,,7748.6,56.61,239.63,,346.69,,1087.0,78.0,,,340.0,,89.72,,77.57,66.14,,,205.67,116.47,,78350.0,,0.03475,
2014-03-04,,60.6,37.435,,,,,,,,,,,,0.5235,0.0087,1899.7,,8553.4,56.75,254.06,,377.93,,1208.8,79.01,,,343.91,,94.23,,81.55,71.45,,,207.5,122.19,,77250.0,,0.03742,
2014-03-05,,62.18,37.1,,,,,,,,,,,,0.5212,0.008719,1920.0,,8450.0,59.11,256.5,,377.23,,1251.0,79.01,,,344.8,,92.4,,81.46,73.36,,,204.92,121.02,,77900.0,,0.0363,
2014-03-06,,62.4,36.998,,,,,,,,,,,,0.5193,0.008512,1890.0,,8149.0,57.67,259.26,,369.89,,1224.9,81.0,,,357.01,,89.5,,80.24,70.62,,,204.42,120.8,,77901.0,,0.03524,
2014-03-07,,61.08,36.801,,,,,,,,,,,,0.5262,0.0086,1959.5,,7880.0,57.0,252.83,,361.16,,1203.1,80.6,,,347.72,,88.24,,79.99,68.26,,,205.99,121.99,,77895.0,,0.0351,
2014-03-11,,59.38,37.0,,,,,,,,,,,,0.5285,0.008273,1938.4,,7645.4,54.75,246.8,,351.53,,1211.0,83.86,,,340.0,,86.4,,76.57,64.3,,,203.34,118.84,,77000.0,,0.03351,
2014-03-12,,58.55,36.4,,,,,,,,,,,,0.523,0.007965,1888.5,,7715.0,53.75,237.5,,343.21,,1126.8,79.35,,,330.07,,79.8,,72.46,61.48,,,196.0,116.41,,76060.0,,0.03171,
2014-03-13,,52.8,36.2,,,,,,,,,,,,0.5153,0.007237,1842.0,,7630.0,49.1,236.43,,332.91,,1114.5,78.05,,,341.0,,79.7,,69.84,59.25,,,189.75,117.0,,75710.0,,0.0319,
2014-03-14,,47.29,33.637,,,,,,,,,,,,0.5076,0.006761,1882.0,,7420.0,48.84,235.0,,310.5,,1112.8,78.0,,,346.11,,78.0,,71.75,58.54,,,188.0,112.76,,74100.0,,0.032,
2014-03-17,,46.62,33.455,,,,,,,,,,,,0.5461,0.006996,1897.1,,7883.7,50.6,245.61,,328.56,,1135.0,76.58,,,365.0,,84.5,,76.97,62.7,,,194.29,115.18,,73951.0,,0.0331,
2014-03-18,,48.6,32.894,,,,,,,,,,,,0.559,0.007527,1914.7,,8082.2,56.62,260.71,,360.81,,1192.3,77.74,,,378.87,,86.22,,81.43,65.88,,,197.52,117.0,,73500.0,,0.03431,
2014-03-19,,53.89,32.998,,,,,,,,,,,,0.544,0.008078,1886.0,,7900.0,55.86,257.71,,356.78,,1179.4,80.5,,,362.34,,82.25,,80.83,66.09,,,191.98,114.92,,72600.0,,0.03416,
2014-03-20,,56.45,33.6,,,,,,,,,,,,0.5611,0.008037,1892.0,,7970.3,56.03,259.6,,359.0,,1182.0,81.75,,,365.01,,,,79.5,65.51,,,193.01,114.52,,73000.0,,0.0349,
2014-03-21,,55.15,34.27,,,,,,,,,,,,0.5432,0.007955,1910.0,,7684.0,55.53,256.12,,328.0,,1200.0,81.88,,,377.85,,,,78.47,64.78,,,195.63,114.44,,72299.0,,0.03405,
2014-03-24,,53.74,34.449,,,,,,,,,,,,0.5498,0.008003,1869.4,,7660.1,56.7,260.08,,330.26,,1190.5,79.51,,,366.75,,,,78.29,66.27,,,188.18,115.29,,74000.0,,0.03411,
2014-03-25,,54.24,34.208,,,,,,,,,,,,0.5549,0.008018,1879.5,,7791.0,58.07,265.01,,340.17,,1202.9,79.86,,,346.3,,,,81.85,67.3,,,190.97,115.06,,74803.0,,0.03538,
2014-03-26,,55.35,34.01,,,,,,,,,,,,0.5604,0.008087,1920.0,,7976.0,59.25,271.21,,354.0,,1187.6,81.5,,,358.13,,,,82.56,67.68,,,194.87,115.12,,75300.0,,0.03645,
2014-03-27,,53.11,34.464,,,,,,,,,,,,0.565,0.00788,1909.0,,7818.9,57.55,263.5,,341.37,,1190.0,81.36,,,354.65,,,,79.88,65.85,,,197.7,114.97,,74199.0,,0.03649,
2014-03-28,,53.85,34.76,,,,,,,,,,,,0.568,0.007794,1906.0,,7836.6,58.23,272.58,,342.75,,1187.5,81.38,,,360.0,,,,81.47,65.68,,,199.0,115.0,,75650.0,,0.03822,
2014-03-31,,55.2,36.063,,,,,,,,,,,,0.559,0.008002,1960.0,,8100.0,57.9,271.0,,351.0,,1186.1,80.84,,,366.71,,,,83.8,67.3,,,200.0,115.86,,76299.0,,0.0396,
2014-04-01,,55.97,37.952,,,,,,,,,,,,0.57,0.00814,1965.6,,8300.0,57.76,271.5,,353.0,,1193.8,81.5,,,369.74,,,,83.88,67.62,,,201.14,116.24,,77034.0,,0.0394,
2014-04-02,,55.78,38.0,,,,,,,,,,,,0.57,0.008254,1954.0,,8400.0,59.5,269.0,,348.89,,1199.1,82.45,,,375.75,,90.2,,82.67,65.65,,,199.5,115.99,,77189.0,,0.03895,
2014-04-03,,55.8,38.19,,,,,,,,,,,,0.5688,0.008012,1954.0,,8400.0,59.44,268.5,,347.0,,1170.0,81.01,,,358.37,,88.6,,81.51,65.35,,,198.9,116.85,,77200.0,,0.03822,
2014-04-04,,56.02,38.3,,,,,,,,,,,,0.5629,0.00806,1966.0,,8430.0,58.6,269.0,,350.56,,1177.0,81.91,,,366.6,,88.09,,82.98,66.6,,,204.15,118.25,,77000.0,,0.0389,
2014-04-07,,53.45,36.45,,,,,,,,,,,,0.5419,0.007659,1920.0,,8270.0,56.25,259.5,,337.0,,1139.6,81.82,,,366.17,,84.0,,79.95,64.0,,,203.0,116.0,,77500.0,,0.03774,
2014-04-08,,53.39,36.82,,,,,,,,,,,,0.5405,0.007739,1920.0,,8242.4,57.22,258.0,,340.39,,1178.6,81.5,,,372.03,,81.27,,79.41,64.24,,,209.02,120.0,,79999.0,,0.03825,
2014-04-09,,53.85,37.55,,,,,,,,,,,,0.551,0.007785,1900.0,,7980.0,58.19,252.0,,342.64,,1190.7,82.01,,,366.35,,80.65,,78.85,65.0,,,212.63,119.91,,79200.0,,0.0384,
2014-04-10,,54.15,38.203,,,,,,,,,,,,0.572,0.007981,1914.3,,7830.0,62.0,252.45,,345.0,,1250.0,86.98,,,366.5,,86.75,,79.9,67.17,,,219.0,122.0,,81245.0,,0.0391,
2014-04-11,,53.4,38.32,,,,,,,,,,,,0.5673,0.00784,1898.1,,7820.0,61.67,253.6,,346.0,,1250.0,87.99,,,369.85,,83.7,,79.75,67.21,,,217.0,121.8,,79540.0,,0.03968,
2014-04-14,,52.85,37.4,,,,,,,,,,,,0.5681,0.007754,1880.0,,7700.0,58.7,248.0,,339.5,,1241.8,87.34,,,374.0,,82.51,,78.35,64.98,,,213.8,120.0,,80600.0,,0.03938,
2014-04-15,,49.68,37.404,,,,,,,,,,,,0.5329,0.007281,1850.0,,7620.0,55.81,240.0,,333.15,,1244.3,83.65,,,366.41,,81.0,,75.2,60.11,,,209.1,119.36,,80551.0,,0.03823,
2014-04-16,,51.8,37.12,,,,,,,,,,,,0.5356,0.007733,1865.0,,7663.5,56.1,243.0,,339.55,,1250.7,83.07,,,372.98,,80.72,,76.13,61.63,,,208.0,118.85,,80900.0,,0.03833,
2014-04-17,,53.0,36.9,,,,,,,,,,,,0.534,0.007777,1872.0,,7750.0,55.93,248.8,,340.0,,1255.0,83.5,,,365.35,,81.0,,76.89,61.42,,,208.5,121.0,,80400.0,,0.03837,
2014-04-18,,53.75,36.753,,,,,,,,,,,,0.5495,0.007856,1899.9,,7800.0,57.0,258.9,,350.0,,1266.0,86.0,,,377.11,,83.16,,78.82,62.36,,,211.99,124.11,,81075.0,,0.03891,
2014-04-21,,53.65,36.655,,,,,,,,,,,,0.5529,0.007796,1889.0,,7754.8,56.0,256.0,,347.01,,1265.0,85.0,,,370.2,,81.41,,77.62,61.43,,,209.25,123.26,,79805.0,,0.03853,
2014-04-22,,52.34,36.4,,,,,,,,,,,,0.545,0.0077,1873.4,,7680.0,55.6,258.7,,343.95,,1252.1,84.0,,,368.0,,79.81,,76.3,60.06,,,209.36,121.5,,80325.0,,0.03839,
2014-04-23,,51.76,36.0,,,,,,,,,,,,0.5409,0.007633,1880.1,,7520.0,55.65,258.0,,341.0,,1257.8,83.96,,,365.0,,78.25,,75.56,59.8,,,209.75,121.15,,80387.0,,0.03834,
2014-04-24,,50.64,35.426,,,,,,,,,,,,0.5349,0.007313,1856.7,,7149.0,55.2,253.5,,326.99,,1249.4,84.0,,,354.97,,74.89,,73.21,58.45,,,208.51,119.1,,80800.0,,0.03799,
2014-04-25,,49.25,35.75,,,,,,,,,,,,0.5304,0.006983,1838.0,,6850.0,53.9,250.53,,333.0,,1258.0,83.89,,,350.98,,73.61,,69.91,56.99,,,205.78,120.9,,76582.0,,0.03732,
2014-04-28,,50.46,35.5,,,,,,,,,,,,0.548,0.007452,1865.0,,6670.0,53.9,253.69,,338.0,,1262.3,82.91,,,355.0,,75.75,,73.39,59.21,,,207.33,121.5,,78303.0,,0.03825,
2014-04-29,,50.95,35.3,,,,,,,,,,,,0.554,0.007459,1889.3,,6770.0,53.66,257.97,,342.74,,1247.7,80.46,,,352.49,,75.6,,72.8,59.2,,,206.89,121.68,,78425.0,,0.03858,
2014-04-30,,50.92,36.812,,,,,,,,,,,,0.557,0.007322,1880.1,,7066.8,52.79,258.5,,341.4,,1250.3,82.31,,,335.06,,76.65,,72.5,60.16,,,203.39,121.86,,78880.0,,0.03865,
2014-05-02,,50.35,36.0,,,,,,,,,,,,0.5731,0.00724,1884.1,,7250.0,53.59,259.9,,341.54,,1240.0,84.83,,,334.96,,74.61,,72.22,59.62,,,201.93,123.47,,79502.0,,0.0386,
2014-05-05,,50.25,35.8,,,,,,,,,,,,0.5699,0.007035,1866.0,,7200.0,52.91,257.0,,338.5,,1243.2,82.4,,,329.08,,75.5,,71.99,59.25,,,202.0,122.75,,79000.0,,0.0387,
2014-05-06,,50.55,36.0,,,,,,,,,,,,0.573,0.007263,1878.9,,7340.0,54.31,258.0,,346.94,,1254.7,83.01,,,334.0,,78.06,,74.1,60.66,,,204.68,122.89,,79497.0,,0.03991,
2014-05-07,,52.17,37.501,,,,,,,,,,,,0.572,0.0075,1919.0,,7520.0,55.6,268.0,,369.99,,1268.8,84.88,,,350.0,,80.49,,78.5,65.54,,,210.34,125.2,,80350.0,,0.0416,
2014-05-08,,51.49,37.03,,,,,,,,,,,,0.57,0.007642,1942.8,,7750.0,58.03,269.37,,365.0,,1270.0,84.5,,,346.12,,80.82,,78.8,65.75,,,209.58,124.28,,79865.0,,0.04222,
2014-05-12,,51.61,38.2,,,,,,,,,,,,0.571,0.00782,1950.0,,7720.0,58.17,266.0,,368.5,,1253.4,83.52,,,342.06,,80.11,,79.08,67.19,,,210.87,124.94,,80369.0,,0.0442,
2014-05-13,,52.8,39.8,,,,,,,,,,,,0.576,0.007775,1931.3,,7900.0,59.49,270.92,,366.25,,1208.0,83.35,,,333.0,,80.03,,80.15,69.11,,,209.88,124.81,,80800.0,,0.0448,
