ticker,date,dividends,currency
EELT,2018-06-25,0.00065,RUR
EELT,2018-06-25,0.15,RUR
EELT,2019-07-17,0.0961,RUR
MTSS,2020-10-12,8.93,RUR
GEMA,2019-09-25,33.0,RUR
GEMA,2019-12-31,11.0,RUR
GEMA,2020-07-03,18.5,RUR
GEMA,2020-07-23,17.5,RUR
DSKY,2020-09-29,2.5,RUR
GCHE,2020-10-05,48.79,RUR
VTBR,2020-10-05,0.00077345337561138,RUR
TATNP,2020-10-12,9.94,RUR
TATN,2020-10-12,9.94,RUR
RASP,2020-10-15,2.7,RUR
SBER,2020-10-05,18.7,RUR
NVTK,2020-10-12,11.82,RUR
PIKK,2020-10-12,22.71,RUR
LSRG,2020-10-12,20.0,RUR
PHOR,2020-10-15,33.0,RUR
HIMCP,2020-10-11,0.49417,RUR
HYDR,2020-10-10,0.03568039,RUR
PLZL,2020-10-20,240.18,RUR
BELU,2020-10-26,10.0,RUR
DIOD,2017-07-13,0.43,RUR
DIOD,2018-07-04,0.43,RUR
DIOD,2019-07-11,0.43,RUR
DIOD,2020-09-01,0.43,RUR
CNTL,2017-07-07,0.0082123,RUR
CNTL,2018-06-18,0.030069,RUR
CNTL,2019-06-19,7.41,RUR
CNTL,2020-08-10,11.83,RUR
GEMA,2020-10-12,10.0,RUR
TRNFP,2020-10-20,11612.2,RUR
MVID,2020-11-20,30.0,RUR
EELT,2020-11-23,0.3185,RUR
LKOH,2020-12-18,46.0,RUR
,,2386.0,
INGR,2020-06-19,72.78,RUR
CHMF,2020-12-08,37.34,RUR
BSPB,2020-12-11,3.33,RUR
NLMK,2020-12-29,6.43,RUR
MAGN,2021-01-14,2.391,RUR
SELG,2020-11-30,2.55,RUR
SELGP,2020-11-30,2.25,RUR
TRMK,2020-12-07,3.0,RUR
MRSB,2019-12-02,0.014843,RUR
MRSB,2020-10-30,0.0223,RUR
UPRO,2020-12-20,0.111025275979,RUR
GMKN,2020-12-24,623.35,RUR
PHOR,2020-12-25,123.0,RUR
DSKY,2020-12-28,5.08,RUR
ABRD,2016-11-19,0.41,RUR
ABRD,2017-07-02,1.29,RUR
ABRD,2018-06-26,2.86,RUR
ABRD,2019-07-10,2.86,RUR
ABRD,2020-10-19,1.03,RUR
SIBN,2020-12-29,5.0,RUR
MGNT,2021-01-08,245.31,RUR
GEMA,2021-01-11,27.0,RUR
RGSS,2021-01-12,0.025013777,RUR
NKHP,2021-01-14,10.92,RUR
CHEP,2021-01-10,6.55,RUR
CHMF,2021-06-01,36.27,RUR
T-RM,2015-01-09,0.47,USD
T-RM,2015-04-10,0.47,USD
T-RM,2015-07-10,0.47,USD
T-RM,2015-10-09,0.47,USD
T-RM,2016-01-08,0.48,USD
T-RM,2016-04-08,0.48,USD
T-RM,2016-07-08,0.48,USD
T-RM,2016-10-10,0.48,USD
T-RM,2017-01-10,0.49,USD
T-RM,2017-04-10,0.49,USD
T-RM,2017-07-10,0.49,USD
T-RM,2017-10-10,0.49,USD
T-RM,2018-01-10,0.5,USD
T-RM,2018-04-10,0.5,USD
T-RM,2018-07-10,0.5,USD
T-RM,2018-10-10,0.5,USD
T-RM,2019-01-10,0.51,USD
T-RM,2019-04-10,0.51,USD
T-RM,2019-07-10,0.51,USD
T-RM,2019-10-10,0.51,USD
T-RM,2020-01-10,0.52,USD
T-RM,2020-04-09,0.52,USD
T-RM,2020-07-10,0.52,USD
T-RM,2020-10-12,0.52,USD
T-RM,2021-01-11,0.52,USD
GCHE,2021-04-05,134.0,RUR
BA-RM,2015-02-13,0.91,USD
BA-RM,2015-05-08,0.91,USD
BA-RM,2015-08-07,0.91,USD
BA-RM,2015-11-06,0.91,USD
BA-RM,2016-02-12,1.09,USD
BA-RM,2016-05-13,1.09,USD
BA-RM,2016-08-12,1.09,USD
BA-RM,2016-11-11,1.09,USD
BA-RM,2017-02-10,1.42,USD
BA-RM,2017-05-12,1.42,USD
BA-RM,2017-08-11,1.42,USD
BA-RM,2017-11-10,1.42,USD
BA-RM,2018-02-09,1.71,USD
BA-RM,2018-05-11,1.71,USD
BA-RM,2018-08-10,1.71,USD
BA-RM,2018-11-09,1.71,USD
BA-RM,2019-02-08,2.055,USD
BA-RM,2019-05-10,2.055,USD
BA-RM,2019-08-09,2.055,USD
BA-RM,2019-11-08,2.055,USD
BA-RM,2020-02-14,2.055,USD
XOM-RM,2015-02-10,0.69,USD
XOM-RM,2015-05-13,0.73,USD
XOM-RM,2015-08-13,0.73,USD
XOM-RM,2015-11-12,0.73,USD
XOM-RM,2016-02-11,0.73,USD
XOM-RM,2016-05-13,0.75,USD
XOM-RM,2016-08-12,0.75,USD
XOM-RM,2016-11-10,0.75,USD
XOM-RM,2017-02-10,0.75,USD
XOM-RM,2017-05-12,0.77,USD
XOM-RM,2017-08-14,0.77,USD
XOM-RM,2017-11-13,0.77,USD
XOM-RM,2018-02-12,0.77,USD
XOM-RM,2018-05-14,0.82,USD
XOM-RM,2018-08-13,0.82,USD
XOM-RM,2018-11-13,0.82,USD
XOM-RM,2019-02-11,0.82,USD
XOM-RM,2019-05-13,0.87,USD
XOM-RM,2019-11-12,0.87,USD
XOM-RM,2020-02-11,0.87,USD
XOM-RM,2020-05-13,0.87,USD
XOM-RM,2020-08-13,0.87,USD
XOM-RM,2020-11-12,0.87,USD
XOM-RM,2021-02-10,0.87,USD
XOM-RM,2019-08-13,0.87,USD
BELU,2021-05-06,90.0,RUR
BMY-RM,2015-04-06,0.37,USD
BMY-RM,2015-07-06,0.37,USD
BMY-RM,2015-10-02,0.37,USD
BMY-RM,2016-01-04,0.38,USD
BMY-RM,2016-04-01,0.38,USD
BMY-RM,2016-07-01,0.38,USD
BMY-RM,2016-10-07,0.38,USD
BMY-RM,2017-01-06,0.39,USD
BMY-RM,2017-04-07,0.39,USD
BMY-RM,2017-07-07,0.39,USD
BMY-RM,2017-10-06,0.39,USD
BMY-RM,2018-01-05,0.4,USD
BMY-RM,2018-04-06,0.4,USD
BMY-RM,2018-07-06,0.4,USD
BMY-RM,2018-10-05,0.4,USD
BMY-RM,2019-01-04,0.41,USD
BMY-RM,2019-04-05,0.41,USD
BMY-RM,2019-07-05,0.41,USD
BMY-RM,2019-10-04,0.41,USD
BMY-RM,2020-01-03,0.45,USD
BMY-RM,2020-04-03,0.45,USD
BMY-RM,2020-07-06,0.45,USD
BMY-RM,2020-10-02,0.45,USD
BMY-RM,2021-01-04,0.49,USD
BMY-RM,2021-04-01,0.49,USD
NKNCP,2021-04-27,0.73,RUR
NKNC,2021-04-27,0.73,RUR
YAKG,2021-04-26,0.61,RUR
TRMK,2021-04-26,9.67,RUR
IRAO,2021-06-07,0.180711206896552,RUR
AVGO-RM,2015-03-20,0.38,USD
AVGO-RM,2015-06-19,0.4,USD
AVGO-RM,2015-09-18,0.42,USD
AVGO-RM,2015-12-18,0.44,USD
AVGO-RM,2016-03-18,0.49,USD
AVGO-RM,2016-06-17,0.5,USD
AVGO-RM,2016-09-19,0.51,USD
AVGO-RM,2016-12-16,1.02,USD
AVGO-RM,2017-03-20,1.02,USD
AVGO-RM,2017-06-19,1.02,USD
AVGO-RM,2017-09-19,1.02,USD
AVGO-RM,2017-12-19,1.75,USD
AVGO-RM,2018-03-22,1.75,USD
AVGO-RM,2018-06-20,1.75,USD
AVGO-RM,2018-09-19,1.75,USD
AVGO-RM,2018-12-19,2.65,USD
AVGO-RM,2019-03-21,2.65,USD
AVGO-RM,2019-06-24,2.65,USD
AVGO-RM,2019-09-23,2.65,USD
AVGO-RM,2019-12-23,3.25,USD
AVGO-RM,2020-03-23,3.25,USD
AVGO-RM,2020-06-22,3.25,USD
AVGO-RM,2020-09-22,3.25,USD
AVGO-RM,2020-12-21,3.6,USD
AVGO-RM,2021-03-22,3.6,USD
KZOS,2021-05-06,3.36,RUR
KZOSP,2021-05-06,0.25,RUR
MOEX,2021-05-14,9.45,RUR
NLMK,2021-05-11,7.25,RUR
LSRG,2021-05-11,39.0,RUR
SBER,2021-05-12,18.7,RUR
SBERP,2021-05-12,18.7,RUR
NVTK,2021-05-07,23.74,RUR
HPQ-RM,2015-03-11,0.16,USD
HPQ-RM,2015-06-10,0.176,USD
HPQ-RM,2015-09-09,0.176,USD
HPQ-RM,2015-12-09,0.124,USD
HPQ-RM,2016-03-09,0.124,USD
HPQ-RM,2016-06-15,0.124,USD
HPQ-RM,2016-09-14,0.124,USD
HPQ-RM,2016-12-14,0.133,USD
HPQ-RM,2017-03-08,0.133,USD
HPQ-RM,2017-06-14,0.133,USD
HPQ-RM,2017-09-13,0.133,USD
HPQ-RM,2017-12-13,0.139,USD
HPQ-RM,2018-03-14,0.139,USD
HPQ-RM,2018-06-13,0.139,USD
HPQ-RM,2018-09-12,0.139,USD
HPQ-RM,2018-12-13,0.16,USD
HPQ-RM,2019-03-13,0.16,USD
HPQ-RM,2019-06-12,0.16,USD
HPQ-RM,2019-09-11,0.16,USD
HPQ-RM,2019-12-11,0.176,USD
HPQ-RM,2020-03-11,0.176,USD
HPQ-RM,2020-06-10,0.176,USD
HPQ-RM,2020-09-09,0.176,USD
HPQ-RM,2020-12-09,0.194,USD
HPQ-RM,2021-03-10,0.194,USD
T-RM,2021-04-09,0.52,USD
BSPB,2021-06-07,4.56,RUR
PIKK,2021-05-17,22.51,RUR
PIKK,2021-05-17,22.92,RUR
MVID,2021-05-18,38.0,RUR
WMT-RM,2015-03-13,0.49,USD
WMT-RM,2015-05-08,0.49,USD
WMT-RM,2015-08-07,0.49,USD
WMT-RM,2015-12-04,0.49,USD
WMT-RM,2016-03-11,0.5,USD
WMT-RM,2016-05-13,0.5,USD
WMT-RM,2016-08-12,0.5,USD
WMT-RM,2016-12-09,0.5,USD
WMT-RM,2017-03-10,0.51,USD
WMT-RM,2017-05-12,0.51,USD
WMT-RM,2017-08-11,0.51,USD
WMT-RM,2017-12-08,0.51,USD
WMT-RM,2018-03-09,0.52,USD
WMT-RM,2018-05-11,0.52,USD
WMT-RM,2018-08-10,0.52,USD
WMT-RM,2018-12-07,0.52,USD
WMT-RM,2019-03-15,0.53,USD
WMT-RM,2019-05-10,0.53,USD
WMT-RM,2019-08-09,0.53,USD
WMT-RM,2019-12-06,0.53,USD
WMT-RM,2020-03-20,0.54,USD
WMT-RM,2020-05-08,0.54,USD
WMT-RM,2020-08-14,0.54,USD
WMT-RM,2020-12-11,0.54,USD
WMT-RM,2021-03-19,0.55,USD
WMT-RM,2021-05-07,0.55,USD
PHOR,2021-06-07,63.0,RUR
TTLK,2021-06-01,0.0393,RUR
GMKN,2021-06-01,1021.22,RUR
MDMG,2015-06-05,4.01,RUR
MDMG,2016-04-22,6.66,RUR
MDMG,2016-09-09,3.8,RUR
MDMG,2017-04-28,4.5,RUR
MDMG,2017-09-19,4.67,RUR
MDMG,2018-04-25,6.0,RUR
MDMG,2019-05-24,10.65,RUR
MDMG,2020-09-16,18.5,RUR
MDMG,2020-09-18,9.8,RUR
MTSS,2021-07-08,26.51,RUR
NLMK,2021-06-23,7.71,RUR
LKOH,2021-07-05,213.0,RUR
CHMF,2021-06-01,46.77,RUR
PLZL,2021-06-07,387.15,RUR
WMT-RM,2021-08-13,0.55,USD
WMT-RM,2021-12-10,0.55,USD
QCOM-RM,2015-03-04,0.42,USD
QCOM-RM,2015-06-03,0.48,USD
QCOM-RM,2015-09-02,0.48,USD
QCOM-RM,2015-12-01,0.48,USD
QCOM-RM,2016-03-02,0.48,USD
QCOM-RM,2016-06-01,0.53,USD
QCOM-RM,2016-08-31,0.53,USD
QCOM-RM,2016-11-30,0.53,USD
QCOM-RM,2017-03-01,0.53,USD
QCOM-RM,2017-05-31,0.57,USD
QCOM-RM,2017-08-30,0.57,USD
QCOM-RM,2017-11-29,0.57,USD
QCOM-RM,2018-02-28,0.57,USD
QCOM-RM,2018-05-30,0.62,USD
QCOM-RM,2018-09-05,0.62,USD
QCOM-RM,2018-12-06,0.62,USD
QCOM-RM,2019-03-07,0.62,USD
QCOM-RM,2019-06-06,0.62,USD
QCOM-RM,2019-09-12,0.62,USD
QCOM-RM,2019-12-05,0.62,USD
QCOM-RM,2020-03-05,0.62,USD
QCOM-RM,2020-06-04,0.65,USD
QCOM-RM,2020-09-03,0.65,USD
QCOM-RM,2020-12-03,0.65,USD
QCOM-RM,2021-03-04,0.65,USD
QCOM-RM,2021-06-03,0.68,USD
FDX-RM,2015-03-11,0.2,USD
FDX-RM,2015-06-18,0.25,USD
FDX-RM,2015-09-10,0.25,USD
FDX-RM,2015-12-14,0.25,USD
FDX-RM,2016-03-14,0.25,USD
FDX-RM,2016-06-16,0.4,USD
FDX-RM,2016-09-12,0.4,USD
FDX-RM,2016-12-12,0.4,USD
FDX-RM,2017-03-13,0.4,USD
FDX-RM,2017-06-22,0.5,USD
FDX-RM,2017-09-11,0.5,USD
FDX-RM,2017-12-11,0.5,USD
FDX-RM,2018-03-12,0.5,USD
FDX-RM,2018-06-25,0.65,USD
FDX-RM,2018-09-10,0.65,USD
FDX-RM,2018-12-10,0.65,USD
FDX-RM,2019-03-11,0.65,USD
FDX-RM,2019-06-24,0.65,USD
FDX-RM,2019-09-09,0.65,USD
FDX-RM,2019-12-09,0.65,USD
FDX-RM,2020-03-09,0.65,USD
FDX-RM,2020-06-29,0.65,USD
FDX-RM,2020-09-04,0.65,USD
FDX-RM,2020-12-14,0.65,USD
FDX-RM,2021-03-08,0.65,USD
RASP,2021-06-07,5.7,RUR
V-RM,2015-02-13,0.12,USD
V-RM,2015-05-15,0.12,USD
V-RM,2015-08-14,0.12,USD
V-RM,2015-11-13,0.14,USD
V-RM,2016-02-19,0.14,USD
V-RM,2016-05-13,0.14,USD
V-RM,2016-08-19,0.14,USD
V-RM,2016-11-18,0.165,USD
V-RM,2017-02-17,0.165,USD
V-RM,2017-05-19,0.165,USD
V-RM,2017-08-18,0.165,USD
V-RM,2017-11-17,0.195,USD
V-RM,2018-02-16,0.21,USD
V-RM,2018-05-18,0.21,USD
V-RM,2018-08-17,0.21,USD
V-RM,2018-11-16,0.25,USD
V-RM,2019-02-15,0.25,USD
V-RM,2019-05-17,0.25,USD
V-RM,2019-08-16,0.25,USD
V-RM,2019-11-15,0.3,USD
V-RM,2020-02-14,0.3,USD
V-RM,2020-05-14,0.3,USD
V-RM,2020-08-14,0.3,USD
V-RM,2020-11-13,0.32,USD
V-RM,2021-02-12,0.32,USD
V-RM,2021-05-14,0.32,USD
AAL-RM,2015-02-09,0.1,USD
AAL-RM,2015-05-04,0.1,USD
AAL-RM,2015-08-10,0.1,USD
AAL-RM,2015-11-05,0.1,USD
AAL-RM,2016-02-10,0.1,USD
AAL-RM,2016-05-04,0.1,USD
AAL-RM,2016-08-05,0.1,USD
AAL-RM,2016-11-07,0.1,USD
AAL-RM,2017-02-13,0.1,USD
AAL-RM,2017-05-16,0.1,USD
AAL-RM,2017-08-14,0.1,USD
AAL-RM,2017-11-13,0.1,USD
AAL-RM,2018-02-06,0.1,USD
AAL-RM,2018-05-08,0.1,USD
AAL-RM,2018-08-07,0.1,USD
AAL-RM,2018-11-06,0.1,USD
AAL-RM,2019-02-06,0.1,USD
AAL-RM,2019-05-08,0.1,USD
AAL-RM,2019-08-07,0.1,USD
AAL-RM,2019-11-06,0.1,USD
AAL-RM,2020-02-05,0.1,USD
ABBV-RM,2015-01-15,0.49,USD
ABBV-RM,2015-04-15,0.51,USD
ABBV-RM,2015-07-15,0.51,USD
ABBV-RM,2015-10-15,0.51,USD
ABBV-RM,2016-01-15,0.57,USD
ABBV-RM,2016-04-15,0.57,USD
ABBV-RM,2016-07-15,0.57,USD
ABBV-RM,2016-10-14,0.57,USD
ABBV-RM,2017-01-13,0.64,USD
ABBV-RM,2017-04-13,0.64,USD
ABBV-RM,2017-07-14,0.64,USD
ABBV-RM,2017-10-13,0.64,USD
ABBV-RM,2018-01-12,0.71,USD
ABBV-RM,2018-04-13,0.96,USD
ABBV-RM,2018-07-13,0.96,USD
ABBV-RM,2018-10-15,0.96,USD
ABBV-RM,2019-01-15,1.07,USD
ABBV-RM,2019-04-15,1.07,USD
ABBV-RM,2019-07-15,1.07,USD
ABBV-RM,2019-10-15,1.07,USD
ABBV-RM,2020-01-15,1.18,USD
ABBV-RM,2020-04-15,1.18,USD
ABBV-RM,2020-07-15,1.18,USD
ABBV-RM,2020-10-15,1.18,USD
ABBV-RM,2021-01-15,1.3,USD
ABBV-RM,2021-04-15,1.3,USD
ATVI-RM,2015-03-30,0.23,USD
ATVI-RM,2016-03-30,0.26,USD
ATVI-RM,2017-03-30,0.3,USD
ATVI-RM,2018-03-30,0.34,USD
ATVI-RM,2019-03-28,0.37,USD
ATVI-RM,2020-04-15,0.41,USD
ATVI-RM,2021-04-15,0.47,USD
MRKC,2021-06-11,0.0335009,RUR
TATN,2021-07-09,12.3,RUR
TATNP,2021-07-09,12.3,RUR
MRKP,2021-06-15,0.0259262,RUR
VTBR,2021-07-15,0.00138273422595461,RUR
VTBR,2021-07-15,1.73965919370917e-05,RUR
ROSN,2021-06-15,6.94,RUR
GEMA,2021-06-09,28.6,RUR
ALRS,2021-07-04,9.54,RUR
MDMG,2021-05-05,19.0,RUR
MSRS,2021-06-01,0.0493,RUR
AQUA,2021-07-11,5.0,RUR
MGNT,2021-06-25,245.31,RUR
FLOT,2015-07-10,0.572533481145275,RUR
FLOT,2016-07-11,3.036917919866,RUR
FLOT,2017-06-26,3.1224939,RUR
FLOT,2018-07-09,0.86235949,RUR
FLOT,2019-07-06,0.7295454494492317,RUR
FLOT,2020-08-14,3.651299225669822,RUR
NEM-RM,2015-03-12,0.025,USD
NEM-RM,2015-06-11,0.025,USD
NEM-RM,2015-09-10,0.025,USD
NEM-RM,2015-12-11,0.025,USD
NEM-RM,2016-03-10,0.025,USD
NEM-RM,2016-06-09,0.025,USD
NEM-RM,2016-09-15,0.025,USD
NEM-RM,2016-12-08,0.05,USD
NEM-RM,2017-03-09,0.05,USD
NEM-RM,2017-06-08,0.05,USD
NEM-RM,2017-09-14,0.075,USD
NEM-RM,2017-12-08,0.075,USD
NEM-RM,2018-03-08,0.14,USD
NEM-RM,2018-06-07,0.14,USD
NEM-RM,2018-09-13,0.14,USD
NEM-RM,2018-12-06,0.14,USD
NEM-RM,2019-03-07,0.14,USD
NEM-RM,2019-04-17,0.88,USD
NEM-RM,2019-06-06,0.14,USD
NEM-RM,2019-09-12,0.14,USD
NEM-RM,2019-12-05,0.14,USD
NEM-RM,2020-03-05,0.14,USD
NEM-RM,2020-06-04,0.25,USD
NEM-RM,2020-09-10,0.25,USD
NEM-RM,2020-12-11,0.4,USD
NEM-RM,2021-03-04,0.55,USD
GLTR,2016-04-28,12.41,RUR
GLTR,2017-04-24,39.2,RUR
GLTR,2017-09-05,21.6,RUR
GLTR,2017-09-05,23.25,RUR
GLTR,2018-09-04,24.8,RUR
GLTR,2018-09-04,21.1,RUR
GLTR,2019-04-18,46.5,RUR
GLTR,2019-09-09,46.55,RUR
GLTR,2020-04-30,46.55,RUR
GLTR,2021-04-29,28.0,RUR
GLTR,2020-09-08,46.55,RUR
GLTR,2018-04-23,44.85,RUR
AKRN,2021-06-08,30.0,RUR
UPRO,2021-06-22,0.126886029691,RUR
CNTLP,2021-06-18,0.25,RUR
NEM-RM,2021-06-03,0.55,USD
PFE-RM,2015-02-06,0.28,USD
PFE-RM,2015-05-08,0.28,USD
PFE-RM,2015-08-07,0.28,USD
PFE-RM,2015-11-06,0.28,USD
PFE-RM,2016-02-05,0.3,USD
PFE-RM,2016-05-13,0.3,USD
PFE-RM,2016-08-05,0.3,USD
PFE-RM,2016-11-11,0.3,USD
PFE-RM,2017-02-03,0.32,USD
PFE-RM,2017-05-12,0.32,USD
PFE-RM,2017-08-04,0.32,USD
PFE-RM,2017-11-10,0.32,USD
PFE-RM,2018-02-02,0.34,USD
PFE-RM,2018-05-11,0.34,USD
PFE-RM,2018-08-03,0.34,USD
PFE-RM,2018-11-09,0.34,USD
PFE-RM,2019-02-01,0.36,USD
PFE-RM,2019-05-10,0.36,USD
PFE-RM,2019-08-02,0.36,USD
PFE-RM,2019-11-08,0.36,USD
PFE-RM,2020-01-31,0.38,USD
PFE-RM,2020-05-08,0.38,USD
PFE-RM,2020-07-31,0.38,USD
PFE-RM,2020-11-06,0.38,USD
PFE-RM,2021-01-29,0.39,USD
PFE-RM,2021-05-07,0.39,USD
FIVE,2018-05-25,79.5,RUR
FIVE,2019-05-24,92.06,RUR
FIVE,2020-05-29,110.47,RUR
FIVE,2020-12-18,73.645,RUR
FIVE,2021-05-28,110.49,RUR
KRKNP,2021-07-07,1132.93,RUR
SIBN,2021-06-25,10.0,RUR
ETLN,2015-05-15,0.12,USD
ETLN,2015-11-20,0.03,USD
ETLN,2016-05-13,0.05,USD
ETLN,2016-11-25,0.03,USD
ETLN,2017-08-04,0.107,USD
ETLN,2017-11-17,0.04,USD
ETLN,2018-08-10,0.18,USD
ETLN,2019-09-03,0.19,USD
ETLN,2020-11-20,0.16,USD
AGRO,2015-10-02,0.23,USD
AGRO,2016-05-27,0.58,USD
AGRO,2016-09-23,0.23,USD
AGRO,2017-04-13,0.58,USD
AGRO,2017-09-14,0.23,USD
AGRO,2018-04-13,0.29,USD
AGRO,2018-09-14,0.12,USD
AGRO,2019-04-26,0.41,USD
AGRO,2019-09-13,0.19,USD
AGRO,2020-04-17,0.32,USD
AGRO,2020-09-18,0.19,USD
AGRO,2021-04-16,1.04,USD
PMSBP,2021-06-24,12.5,RUR
SNGS,2021-07-20,0.7,RUR
SNGSP,2021-07-20,6.72,RUR
GAZP,2021-07-15,12.55,RUR
SELG,2021-06-25,1.95,RUR
SELGP,2021-06-25,2.25,RUR
EELT,2021-06-03,0.27,RUR
KMAZ,2021-06-16,0.54,RUR
OGKB,2021-07-02,0.0600458012915,RUR
PHOR,2021-07-05,105.0,RUR
AGRO,2015-05-22,0.47,USD
F-RM,2015-01-30,0.15,USD
F-RM,2015-05-01,0.15,USD
F-RM,2015-07-31,0.15,USD
F-RM,2015-10-30,0.15,USD
F-RM,2016-01-29,0.4,USD
F-RM,2016-04-29,0.15,USD
F-RM,2016-07-28,0.15,USD
F-RM,2016-10-27,0.15,USD
F-RM,2017-01-20,0.2,USD
F-RM,2017-04-20,0.15,USD
F-RM,2017-07-24,0.15,USD
F-RM,2017-10-23,0.15,USD
F-RM,2018-01-30,0.28,USD
F-RM,2018-04-20,0.15,USD
F-RM,2018-07-23,0.15,USD
F-RM,2018-10-23,0.15,USD
F-RM,2019-01-31,0.15,USD
F-RM,2019-04-24,0.15,USD
F-RM,2019-07-23,0.15,USD
F-RM,2019-10-22,0.15,USD
F-RM,2020-01-30,0.15,USD
FEES,2021-07-16,0.016132865449,RUR
RSTIP,2021-07-17,0.0588261693112,RUR
RSTI,2021-07-17,0.02453341692,RUR
SMLT,2021-07-10,41.0,RUR
DIOD,2021-07-18,0.65,RUR
MSNG,2021-07-05,0.17945,RUR
AFKS,2021-07-15,0.31,RUR
RTKMP,2021-07-12,5.0,RUR
RTKM,2021-07-12,5.0,RUR
LSNG,2021-06-29,0.2626,RUR
LSNGP,2021-06-29,15.1688,RUR
DSKY,2021-07-11,6.07,RUR
MTLRP,2021-07-13,1.17,RUR
HHRU,2019-06-14,0.36,USD
HHRU,2020-03-27,0.5,USD
HHRU,2021-06-09,0.55,USD
TGKA,2021-07-05,0.001070552,RUR
ABRD,2021-07-12,2.86,RUR
MRSB,2021-07-06,0.037173,RUR
BANEP,2021-07-14,0.1,RUR
TRNFP,2021-07-19,9224.28,RUR
JNJ-RM,2015-02-24,0.7,USD
JNJ-RM,2015-05-26,0.75,USD
JNJ-RM,2015-08-25,0.75,USD
JNJ-RM,2015-11-24,0.75,USD
JNJ-RM,2016-02-23,0.75,USD
JNJ-RM,2016-05-24,0.8,USD
JNJ-RM,2016-08-23,0.8,USD
JNJ-RM,2016-11-22,0.8,USD
JNJ-RM,2017-02-28,0.8,USD
JNJ-RM,2017-05-30,0.84,USD
JNJ-RM,2017-08-29,0.84,USD
JNJ-RM,2017-11-28,0.84,USD
JNJ-RM,2018-02-27,0.84,USD
JNJ-RM,2018-05-29,0.9,USD
JNJ-RM,2018-08-28,0.9,USD
JNJ-RM,2018-11-27,0.9,USD
JNJ-RM,2019-02-26,0.9,USD
JNJ-RM,2019-05-28,0.95,USD
JNJ-RM,2019-08-27,0.95,USD
JNJ-RM,2019-11-26,0.95,USD
JNJ-RM,2020-02-25,0.95,USD
JNJ-RM,2020-05-26,1.01,USD
JNJ-RM,2020-08-25,1.01,USD
JNJ-RM,2020-11-24,1.01,USD
JNJ-RM,2021-02-23,1.01,USD
JNJ-RM,2021-05-25,1.06,USD
NKHP,2021-07-12,6.27,RUR
HYDR,2021-07-10,0.0530482,RUR
INGR,2021-07-18,36.39,RUR
MAGN,2021-06-17,1.795,RUR
MAGN,2021-06-17,0.945,RUR
AQUA,2021-07-11,4.0,RUR
NMTP,2021-07-12,0.06,RUR
SBUX-RM,2015-02-05,0.16,USD
SBUX-RM,2015-05-07,0.16,USD
SBUX-RM,2015-08-06,0.16,USD
SBUX-RM,2015-11-12,0.2,USD
SBUX-RM,2016-02-04,0.2,USD
SBUX-RM,2016-05-05,0.2,USD
SBUX-RM,2016-08-04,0.2,USD
SBUX-RM,2016-11-17,0.25,USD
SBUX-RM,2017-02-09,0.25,USD
SBUX-RM,2017-05-11,0.25,USD
SBUX-RM,2017-08-10,0.25,USD
SBUX-RM,2017-11-16,0.3,USD
SBUX-RM,2018-02-08,0.3,USD
SBUX-RM,2018-05-10,0.3,USD
SBUX-RM,2018-08-09,0.36,USD
SBUX-RM,2018-11-15,0.36,USD
SBUX-RM,2019-02-07,0.36,USD
SBUX-RM,2019-05-09,0.36,USD
SBUX-RM,2019-08-08,0.36,USD
SBUX-RM,2019-11-13,0.41,USD
SBUX-RM,2020-02-06,0.41,USD
SBUX-RM,2020-05-08,0.41,USD
SBUX-RM,2020-08-07,0.41,USD
SBUX-RM,2020-11-12,0.45,USD
SBUX-RM,2021-02-18,0.45,USD
SBUX-RM,2021-05-13,0.45,USD
POLY,2015-05-01,0.13,USD
POLY,2015-09-04,0.08,USD
POLY,2015-12-11,0.3,USD
POLY,2016-05-06,0.13,USD
POLY,2016-09-02,0.09,USD
POLY,2016-12-16,0.15,USD
POLY,2017-05-05,0.18,USD
POLY,2017-09-08,0.14,USD
POLY,2018-05-11,0.3,USD
POLY,2018-09-07,0.17,USD
POLY,2019-05-10,0.31,USD
POLY,2019-09-06,0.2,USD
POLY,2020-02-14,0.2,USD
POLY,2020-05-11,0.42,USD
POLY,2020-09-04,0.4,USD
POLY,2021-05-07,0.89,USD
HIMCP,2021-07-11,0.36886,RUR
LNZL,2021-07-13,15219.5,RUR
LNZLP,2021-07-13,3699.27,RUR
STSBP,2015-07-06,0.04968135,RUR
STSBP,2017-07-03,0.02289275721,RUR
STSBP,2018-06-29,0.024348679,RUR
STSBP,2019-07-02,0.024845,RUR
STSBP,2020-08-24,0.028747,RUR
STSBP,2021-07-05,0.0627653,RUR
ABT-RM,2015-01-15,0.24,USD
ABT-RM,2015-04-15,0.24,USD
ABT-RM,2015-07-15,0.24,USD
ABT-RM,2015-10-15,0.24,USD
ABT-RM,2016-01-15,0.26,USD
ABT-RM,2016-04-15,0.26,USD
ABT-RM,2016-07-15,0.26,USD
ABT-RM,2016-10-14,0.26,USD
ABT-RM,2017-01-13,0.265,USD
ABT-RM,2017-04-14,0.265,USD
ABT-RM,2017-07-14,0.265,USD
ABT-RM,2017-10-13,0.265,USD
ABT-RM,2018-01-12,0.28,USD
ABT-RM,2018-04-13,0.28,USD
ABT-RM,2018-07-13,0.28,USD
ABT-RM,2018-10-15,0.28,USD
ABT-RM,2019-01-15,0.32,USD
